Season,Year,Sport,Gender,Event,Medal,Country
Winter,1994,Skiing,Women,15KM Mass Start,Silver,Russia
Winter,1994,Skiing,Women,30KM,Bronze,Finland
Winter,1994,Skiing,Women,30KM,Gold,Italy
Winter,1994,Skiing,Women,30KM,Silver,Norway
Winter,1994,Skiing,Men,30KM Mass Start,Bronze,Finland
Winter,1994,Skiing,Men,30KM Mass Start,Gold,Norway
Winter,1994,Skiing,Men,30KM Mass Start,Silver,Norway
Winter,1994,Skiing,Men,4X10KM Relay,Bronze,Finland
Winter,1994,Skiing,Men,4X10KM Relay,Bronze,Finland
Winter,1994,Skiing,Men,4X10KM Relay,Bronze,Finland
Winter,1994,Skiing,Men,4X10KM Relay,Bronze,Finland
Winter,1994,Skiing,Men,4X10KM Relay,Gold,Italy
Winter,1994,Skiing,Men,4X10KM Relay,Gold,Italy
Winter,1994,Skiing,Men,4X10KM Relay,Gold,Italy
Winter,1994,Skiing,Men,4X10KM Relay,Gold,Italy
Winter,1994,Skiing,Men,4X10KM Relay,Silver,Norway
Winter,1994,Skiing,Men,4X10KM Relay,Silver,Norway
Winter,1994,Skiing,Men,4X10KM Relay,Silver,Norway
Winter,1994,Skiing,Men,4X10KM Relay,Silver,Norway
Winter,1994,Skiing,Women,4X5KM Relay,Bronze,Italy
Winter,1994,Skiing,Women,4X5KM Relay,Bronze,Italy
Winter,1994,Skiing,Women,4X5KM Relay,Bronze,Italy
Winter,1994,Skiing,Women,4X5KM Relay,Bronze,Italy
Winter,1994,Skiing,Women,4X5KM Relay,Gold,Russia
Winter,1994,Skiing,Women,4X5KM Relay,Gold,Russia
Winter,1994,Skiing,Women,4X5KM Relay,Gold,Russia
Winter,1994,Skiing,Women,4X5KM Relay,Gold,Russia
Winter,1994,Skiing,Women,4X5KM Relay,Silver,Norway
Winter,1994,Skiing,Women,4X5KM Relay,Silver,Norway
Winter,1994,Skiing,Women,4X5KM Relay,Silver,Norway
Winter,1994,Skiing,Women,4X5KM Relay,Silver,Norway
Winter,1994,Skiing,Men,50KM,Bronze,Norway
Winter,1994,Skiing,Men,50KM,Gold,Kazakhstan
Winter,1994,Skiing,Men,50KM,Silver,Finland
Winter,1994,Skiing,Women,5KM,Bronze,Finland
Winter,1994,Skiing,Women,5KM,Gold,Russia
Winter,1994,Skiing,Women,5KM,Silver,Italy
Winter,1994,Skiing,Men,Combined 10KM + 15KM Pursuit,Bronze,Italy
Winter,1994,Skiing,Men,Combined 10KM + 15KM Pursuit,Gold,Norway
Winter,1994,Skiing,Men,Combined 10KM + 15KM Pursuit,Silver,Kazakhstan
Winter,1994,Skiing,Women,Combined 5KM + 10KM Pursuit,Bronze,Italy
Winter,1994,Skiing,Women,Combined 5KM + 10KM Pursuit,Gold,Russia
Winter,1994,Skiing,Women,Combined 5KM + 10KM Pursuit,Silver,Italy
Winter,1994,Skiing,Men,Aerials,Bronze,Canada
Winter,1994,Skiing,Men,Aerials,Gold,Switzerland
Winter,1994,Skiing,Men,Aerials,Silver,Canada
Winter,1994,Skiing,Women,Aerials,Bronze,Norway
Winter,1994,Skiing,Women,Aerials,Gold,Uzbekistan
Winter,1994,Skiing,Women,Aerials,Silver,Sweden
Winter,1994,Skiing,Men,Moguls,Bronze,France
Winter,1994,Skiing,Men,Moguls,Gold,Canada
Winter,1994,Skiing,Men,Moguls,Silver,Russia
Winter,1994,Skiing,Women,Moguls,Bronze,Russia
Winter,1994,Skiing,Women,Moguls,Gold,Norway
Winter,1994,Skiing,Women,Moguls,Silver,USA
Winter,1994,Skiing,Men,Individual,Bronze,Norway
Winter,1994,Skiing,Men,Individual,Gold,Norway
Winter,1994,Skiing,Men,Individual,Silver,Japan
Winter,1994,Skiing,Men,Team,Bronze,Switzerland
Winter,1994,Skiing,Men,Team,Bronze,Switzerland
Winter,1994,Skiing,Men,Team,Bronze,Switzerland
Winter,1994,Skiing,Men,Team,Gold,Japan
Winter,1994,Skiing,Men,Team,Gold,Japan
Winter,1994,Skiing,Men,Team,Gold,Japan
Winter,1994,Skiing,Men,Team,Silver,Norway
Winter,1994,Skiing,Men,Team,Silver,Norway
Winter,1994,Skiing,Men,Team,Silver,Norway
Winter,1994,Skiing,Men,K120 Individual (90M),Bronze,Austria
Winter,1994,Skiing,Men,K120 Individual (90M),Gold,Germany
Winter,1994,Skiing,Men,K120 Individual (90M),Silver,Norway
Winter,1994,Skiing,Men,K120 Team (90M),Bronze,Austria
Winter,1994,Skiing,Men,K120 Team (90M),Bronze,Austria
Winter,1994,Skiing,Men,K120 Team (90M),Bronze,Austria
Winter,1994,Skiing,Men,K120 Team (90M),Bronze,Austria
Winter,1994,Skiing,Men,K120 Team (90M),Gold,Germany
Winter,1994,Skiing,Men,K120 Team (90M),Gold,Germany
Winter,1994,Skiing,Men,K120 Team (90M),Gold,Germany
Winter,1994,Skiing,Men,K120 Team (90M),Gold,Germany
Winter,1994,Skiing,Men,K120 Team (90M),Silver,Japan
Winter,1994,Skiing,Men,K120 Team (90M),Silver,Japan
Winter,1994,Skiing,Men,K120 Team (90M),Silver,Japan
Winter,1994,Skiing,Men,K120 Team (90M),Silver,Japan
Winter,1994,Skiing,Men,K90 Individual (70M),Bronze,Germany
Winter,1994,Skiing,Men,K90 Individual (70M),Gold,Norway
Winter,1994,Skiing,Men,K90 Individual (70M),Silver,Norway
Winter,1998,Biathlon,Men,10KM,Bronze,Finland
Winter,1998,Biathlon,Men,10KM,Gold,Norway
Winter,1998,Biathlon,Men,10KM,Silver,Norway
Winter,1998,Biathlon,Women,15KM,Bronze,Germany
Winter,1998,Biathlon,Women,15KM,Gold,Bulgaria
Winter,1998,Biathlon,Women,15KM,Silver,Ukraine
Winter,1998,Biathlon,Men,20KM,Bronze,Belarus
Winter,1998,Biathlon,Men,20KM,Gold,Norway
Winter,1998,Biathlon,Men,20KM,Silver,Italy
Winter,1998,Biathlon,Men,4X7.5KM Relay,Bronze,Russia
Winter,1998,Biathlon,Men,4X7.5KM Relay,Bronze,Russia
Winter,1998,Biathlon,Men,4X7.5KM Relay,Bronze,Russia
Winter,1998,Biathlon,Men,4X7.5KM Relay,Bronze,Russia
Winter,1998,Biathlon,Men,4X7.5KM Relay,Gold,Germany
Winter,1998,Biathlon,Men,4X7.5KM Relay,Gold,Germany
Winter,1998,Biathlon,Men,4X7.5KM Relay,Gold,Germany
Winter,1998,Biathlon,Men,4X7.5KM Relay,Gold,Germany
Winter,1998,Biathlon,Men,4X7.5KM Relay,Silver,Norway
Winter,1998,Biathlon,Men,4X7.5KM Relay,Silver,Norway
Winter,1998,Biathlon,Men,4X7.5KM Relay,Silver,Norway
Winter,1998,Biathlon,Men,4X7.5KM Relay,Silver,Norway
Winter,1998,Biathlon,Women,4X7.5KM Relay,Bronze,Norway
Winter,1998,Biathlon,Women,4X7.5KM Relay,Bronze,Norway
Winter,1998,Biathlon,Women,4X7.5KM Relay,Bronze,Norway
Winter,1998,Biathlon,Women,4X7.5KM Relay,Bronze,Norway
Winter,1998,Biathlon,Women,4X7.5KM Relay,Gold,Germany
Winter,1998,Biathlon,Women,4X7.5KM Relay,Gold,Germany
Winter,1998,Biathlon,Women,4X7.5KM Relay,Gold,Germany
Winter,1998,Biathlon,Women,4X7.5KM Relay,Gold,Germany
Winter,1998,Biathlon,Women,4X7.5KM Relay,Silver,Russia
Winter,1998,Biathlon,Women,4X7.5KM Relay,Silver,Russia
Winter,1998,Biathlon,Women,4X7.5KM Relay,Silver,Russia
Winter,1998,Biathlon,Women,4X7.5KM Relay,Silver,Russia
Winter,1998,Biathlon,Women,7.5KM,Bronze,Germany
Winter,1998,Biathlon,Women,7.5KM,Gold,Russia
Winter,1998,Biathlon,Women,7.5KM,Silver,Germany
Winter,1998,Bobsleigh,Men,Four-Man,Bronze,France
Winter,1998,Bobsleigh,Men,Four-Man,Bronze,France
Winter,1998,Bobsleigh,Men,Four-Man,Bronze,France
Winter,1998,Bobsleigh,Men,Four-Man,Bronze,France
Winter,1998,Bobsleigh,Men,Four-Man,Bronze,UK
Winter,1998,Bobsleigh,Men,Four-Man,Bronze,UK
Winter,1998,Bobsleigh,Men,Four-Man,Bronze,UK
Winter,1998,Bobsleigh,Men,Four-Man,Bronze,UK
Winter,1998,Bobsleigh,Men,Four-Man,Gold,Germany
Winter,1998,Bobsleigh,Men,Four-Man,Gold,Germany
Winter,1998,Bobsleigh,Men,Four-Man,Gold,Germany
Winter,1998,Bobsleigh,Men,Four-Man,Gold,Germany
Winter,1998,Bobsleigh,Men,Four-Man,Silver,Switzerland
Winter,1998,Bobsleigh,Men,Four-Man,Silver,Switzerland
Winter,1998,Bobsleigh,Men,Four-Man,Silver,Switzerland
Winter,1998,Bobsleigh,Men,Four-Man,Silver,Switzerland
Winter,1998,Bobsleigh,Men,Two-Man,Bronze,Germany
Winter,1998,Bobsleigh,Men,Two-Man,Bronze,Germany
Winter,1998,Bobsleigh,Men,Two-Man,Gold,Canada
Winter,1998,Bobsleigh,Men,Two-Man,Gold,Canada
Winter,1998,Bobsleigh,Men,Two-Man,Gold,Italy
Winter,1998,Bobsleigh,Men,Two-Man,Gold,Italy
Winter,1998,Curling,Men,Curling,Bronze,Norway
Winter,1998,Curling,Men,Curling,Bronze,Norway
Winter,1998,Curling,Men,Curling,Bronze,Norway
Winter,1998,Curling,Men,Curling,Bronze,Norway
Winter,1998,Curling,Men,Curling,Bronze,Norway
Winter,1998,Curling,Men,Curling,Gold,Switzerland
Winter,1998,Curling,Men,Curling,Gold,Switzerland
Winter,1998,Curling,Men,Curling,Gold,Switzerland
Winter,1998,Curling,Men,Curling,Gold,Switzerland
Winter,1998,Curling,Men,Curling,Gold,Switzerland
Winter,1998,Curling,Men,Curling,Silver,Canada
Winter,1998,Curling,Men,Curling,Silver,Canada
Winter,1998,Curling,Men,Curling,Silver,Canada
Winter,1998,Curling,Men,Curling,Silver,Canada
Winter,1998,Curling,Men,Curling,Silver,Canada
Winter,1998,Curling,Women,Curling,Bronze,Sweden
Winter,1998,Curling,Women,Curling,Bronze,Sweden
Winter,1998,Curling,Women,Curling,Bronze,Sweden
Winter,1998,Curling,Women,Curling,Bronze,Sweden
Winter,1998,Curling,Women,Curling,Bronze,Sweden
Winter,1998,Curling,Women,Curling,Gold,Canada
Winter,1998,Curling,Women,Curling,Gold,Canada
Winter,1998,Curling,Women,Curling,Gold,Canada
Winter,1998,Curling,Women,Curling,Gold,Canada
Winter,1998,Curling,Women,Curling,Gold,Canada
Winter,1998,Curling,Women,Curling,Silver,Denmark
Winter,1998,Curling,Women,Curling,Silver,Denmark
Winter,1998,Curling,Women,Curling,Silver,Denmark
Winter,1998,Curling,Women,Curling,Silver,Denmark
Winter,1998,Curling,Women,Curling,Silver,Denmark
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Gold,Czech Republic
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Men,Ice Hockey,Silver,Russia
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Bronze,Finland
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Gold,USA
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Ice Hockey,Women,Ice Hockey,Silver,Canada
Winter,1998,Luge,Men,Doubles,Bronze,USA
Winter,1998,Luge,Men,Doubles,Bronze,USA
Winter,1998,Luge,Men,Doubles,Gold,Germany
Winter,1998,Luge,Men,Doubles,Gold,Germany
Winter,1998,Luge,Men,Doubles,Silver,USA
Winter,1998,Luge,Men,Doubles,Silver,USA
Winter,1998,Luge,Men,Singles,Bronze,Germany
Winter,1998,Luge,Men,Singles,Gold,Germany
Winter,1998,Luge,Men,Singles,Silver,Italy
Winter,1998,Luge,Women,Singles,Bronze,Austria
Winter,1998,Luge,Women,Singles,Gold,Germany
Winter,1998,Luge,Women,Singles,Silver,Germany
Winter,1998,Skating,Women,Ice Dancing,Bronze,France
Winter,1998,Skating,Men,Ice Dancing,Bronze,France
Winter,1998,Skating,Women,Ice Dancing,Gold,Russia
Winter,1998,Skating,Men,Ice Dancing,Gold,Russia
Winter,1998,Skating,Women,Ice Dancing,Silver,Russia
Winter,1998,Skating,Men,Ice Dancing,Silver,Russia
Winter,1998,Skating,Men,Individual,Bronze,France
Winter,1998,Skating,Men,Individual,Gold,Russia
Winter,1998,Skating,Men,Individual,Silver,Canada
Winter,1998,Skating,Women,Individual,Bronze,China
Winter,1998,Skating,Women,Individual,Gold,USA
Winter,1998,Skating,Women,Individual,Silver,USA
Winter,1998,Skating,Men,Pairs,Bronze,Germany
Winter,1998,Skating,Women,Pairs,Bronze,Germany
Winter,1998,Skating,Men,Pairs,Gold,Russia
Winter,1998,Skating,Women,Pairs,Gold,Russia
Winter,1998,Skating,Women,Pairs,Silver,Russia
Winter,1998,Skating,Men,Pairs,Silver,Russia
Winter,1998,Skating,Men,1000M,Bronze,Canada
Winter,1998,Skating,Men,1000M,Gold,South Korea
Winter,1998,Skating,Men,1000M,Silver,China
Winter,1998,Skating,Women,1000M,Bronze,South Korea
Winter,1998,Skating,Women,1000M,Gold,South Korea
Winter,1998,Skating,Women,1000M,Silver,China
Winter,1998,Skating,Women,3000M Relay,Bronze,Canada
Winter,1998,Skating,Women,3000M Relay,Bronze,Canada
Winter,1998,Skating,Women,3000M Relay,Bronze,Canada
Winter,1998,Skating,Women,3000M Relay,Bronze,Canada
Winter,1998,Skating,Women,3000M Relay,Gold,South Korea
Winter,1998,Skating,Women,3000M Relay,Gold,South Korea
Winter,1998,Skating,Women,3000M Relay,Gold,South Korea
Winter,1998,Skating,Women,3000M Relay,Gold,South Korea
Winter,1998,Skating,Women,3000M Relay,Silver,China
Winter,1998,Skating,Women,3000M Relay,Silver,China
Winter,1998,Skating,Women,3000M Relay,Silver,China
Winter,1998,Skating,Women,3000M Relay,Silver,China
Winter,1998,Skating,Men,5000M Relay,Bronze,China
Winter,1998,Skating,Men,5000M Relay,Bronze,China
Winter,1998,Skating,Men,5000M Relay,Bronze,China
Winter,1998,Skating,Men,5000M Relay,Bronze,China
Winter,1998,Skating,Men,5000M Relay,Gold,Canada
Winter,1998,Skating,Men,5000M Relay,Gold,Canada
Winter,1998,Skating,Men,5000M Relay,Gold,Canada
Winter,1998,Skating,Men,5000M Relay,Gold,Canada
Winter,1998,Skating,Men,5000M Relay,Silver,South Korea
Winter,1998,Skating,Men,5000M Relay,Silver,South Korea
Winter,1998,Skating,Men,5000M Relay,Silver,South Korea
Winter,1998,Skating,Men,5000M Relay,Silver,South Korea
Winter,1998,Skating,Men,500M,Bronze,Japan
Winter,1998,Skating,Men,500M,Gold,Japan
Winter,1998,Skating,Men,500M,Silver,China
Winter,1998,Skating,Women,500M,Bronze,South Korea
Winter,1998,Skating,Women,500M,Gold,Canada
Winter,1998,Skating,Women,500M,Silver,China
Winter,1998,Skating,Men,10000M,Bronze,Netherlands
Winter,1998,Skating,Men,10000M,Gold,Netherlands
Winter,1998,Skating,Men,10000M,Silver,Netherlands
Winter,1998,Skating,Men,1000M,Bronze,Japan
Winter,1998,Skating,Men,1000M,Gold,Netherlands
Winter,1998,Skating,Men,1000M,Silver,Netherlands
Winter,1998,Skating,Women,1000M,Bronze,Canada
Winter,1998,Skating,Women,1000M,Gold,Netherlands
Winter,1998,Skating,Women,1000M,Silver,USA
Winter,1998,Skating,Men,1500M,Bronze,Netherlands
Winter,1998,Skating,Men,1500M,Gold,Norway
Winter,1998,Skating,Men,1500M,Silver,Netherlands
Winter,1998,Skating,Women,1500M,Bronze,USA
Winter,1998,Skating,Women,1500M,Gold,Netherlands
Winter,1998,Skating,Women,1500M,Silver,Germany
Winter,1998,Skating,Women,3000M,Bronze,Germany
Winter,1998,Skating,Women,3000M,Gold,Germany
Winter,1998,Skating,Women,3000M,Silver,Germany
Winter,1998,Skating,Men,5000M,Bronze,Belgium
Winter,1998,Skating,Men,5000M,Gold,Netherlands
Winter,1998,Skating,Men,5000M,Silver,Netherlands
Winter,1998,Skating,Women,5000M,Bronze,Kazakhstan
Winter,1998,Skating,Women,5000M,Gold,Germany
Winter,1998,Skating,Women,5000M,Silver,Germany
Winter,1998,Skating,Men,500M,Bronze,Canada
Winter,1998,Skating,Men,500M,Gold,Japan
Winter,1998,Skating,Men,500M,Silver,Canada
Winter,1998,Skating,Women,500M,Bronze,Japan
Winter,1998,Skating,Women,500M,Gold,Canada
Winter,1998,Skating,Women,500M,Silver,Canada
Winter,1998,Skiing,Men,Alpine Combined,Bronze,Austria
Winter,1998,Skiing,Men,Alpine Combined,Gold,Austria
Winter,1998,Skiing,Men,Alpine Combined,Silver,Norway
Winter,1998,Skiing,Women,Alpine Combined,Bronze,Germany
Winter,1998,Skiing,Women,Alpine Combined,Gold,Germany
Winter,1998,Skiing,Women,Alpine Combined,Silver,Germany
Winter,1998,Skiing,Men,Downhill,Bronze,Austria
Winter,1998,Skiing,Men,Downhill,Gold,France
Winter,1998,Skiing,Men,Downhill,Silver,Norway
Winter,1998,Skiing,Women,Downhill,Bronze,France
Winter,1998,Skiing,Women,Downhill,Gold,Germany
Winter,1998,Skiing,Women,Downhill,Silver,Sweden
Winter,1998,Skiing,Men,Giant Slalom,Bronze,Switzerland
Winter,1998,Skiing,Men,Giant Slalom,Gold,Austria
Winter,1998,Skiing,Men,Giant Slalom,Silver,Austria
Winter,1998,Skiing,Women,Giant Slalom,Bronze,Germany
Winter,1998,Skiing,Women,Giant Slalom,Gold,Italy
Winter,1998,Skiing,Women,Giant Slalom,Silver,Austria
Winter,1998,Skiing,Men,Slalom,Bronze,Austria
Winter,1998,Skiing,Men,Slalom,Gold,Norway
Winter,1998,Skiing,Men,Slalom,Silver,Norway
Winter,1998,Skiing,Women,Slalom,Bronze,Australia
Winter,1998,Skiing,Women,Slalom,Gold,Germany
Winter,1998,Skiing,Women,Slalom,Silver,Italy
Winter,1998,Skiing,Men,Super-G,Gold,Austria
Winter,1998,Skiing,Men,Super-G,Silver,Austria
Winter,1998,Skiing,Men,Super-G,Silver,Switzerland
Winter,1998,Skiing,Women,Super-G,Bronze,Austria
Winter,1998,Skiing,Women,Super-G,Gold,USA
Winter,1998,Skiing,Women,Super-G,Silver,Austria
Winter,1998,Skiing,Men,10KM Pursuit,Bronze,Finland
Winter,1998,Skiing,Men,10KM Pursuit,Gold,Norway
Winter,1998,Skiing,Men,10KM Pursuit,Silver,Austria
Winter,1998,Skiing,Women,15KM Mass Start,Bronze,Norway
Winter,1998,Skiing,Women,15KM Mass Start,Gold,Russia
Winter,1998,Skiing,Women,15KM Mass Start,Silver,Russia
Winter,1998,Skiing,Women,30KM,Bronze,Russia
Winter,1998,Skiing,Women,30KM,Gold,Russia
Winter,1998,Skiing,Women,30KM,Silver,Italy
Winter,1998,Skiing,Men,30KM Mass Start,Bronze,Italy
Winter,1998,Skiing,Men,30KM Mass Start,Gold,Finland
Winter,1998,Skiing,Men,30KM Mass Start,Silver,Norway
Winter,1998,Skiing,Men,4X10KM Relay,Bronze,Finland
Winter,1998,Skiing,Men,4X10KM Relay,Bronze,Finland
Winter,1998,Skiing,Men,4X10KM Relay,Bronze,Finland
Winter,1998,Skiing,Men,4X10KM Relay,Bronze,Finland
Winter,1998,Skiing,Men,4X10KM Relay,Gold,Norway
Winter,1998,Skiing,Men,4X10KM Relay,Gold,Norway
Winter,1998,Skiing,Men,4X10KM Relay,Gold,Norway
Winter,1998,Skiing,Men,4X10KM Relay,Gold,Norway
