Season,Year,Sport,Gender,Event,Medal,Country
Summer,1952,Equestrian,Women,Individual,Silver,Denmark
Summer,1952,Equestrian,Men,Team,Bronze,Germany
Summer,1952,Equestrian,Men,Team,Bronze,Germany
Summer,1952,Equestrian,Men,Team,Gold,Sweden
Summer,1952,Equestrian,Men,Team,Gold,Sweden
Summer,1952,Equestrian,Men,Team,Gold,Sweden
Summer,1952,Equestrian,Men,Team,Silver,Switzerland
Summer,1952,Equestrian,Men,Team,Silver,Switzerland
Summer,1952,Equestrian,Men,Team,Silver,Switzerland
Summer,1952,Equestrian,Women,Team,Bronze,Germany
Summer,1952,Equestrian,Men,Individual,Bronze,Germany
Summer,1952,Equestrian,Men,Individual,Gold,Sweden
Summer,1952,Equestrian,Men,Individual,Silver,France
Summer,1952,Equestrian,Men,Team,Bronze,USA
Summer,1952,Equestrian,Men,Team,Bronze,USA
Summer,1952,Equestrian,Men,Team,Bronze,USA
Summer,1952,Equestrian,Men,Team,Gold,Sweden
Summer,1952,Equestrian,Men,Team,Gold,Sweden
Summer,1952,Equestrian,Men,Team,Gold,Sweden
Summer,1952,Equestrian,Men,Team,Silver,Germany
Summer,1952,Equestrian,Men,Team,Silver,Germany
Summer,1952,Equestrian,Men,Team,Silver,Germany
Summer,1952,Equestrian,Men,Individual,Bronze,Germany
Summer,1952,Equestrian,Men,Individual,Gold,France
Summer,1952,Equestrian,Men,Individual,Silver,Chile
Summer,1952,Equestrian,Men,Team,Bronze,USA
Summer,1952,Equestrian,Men,Team,Bronze,USA
Summer,1952,Equestrian,Men,Team,Bronze,USA
Summer,1952,Equestrian,Men,Team,Gold,UK
Summer,1952,Equestrian,Men,Team,Gold,UK
Summer,1952,Equestrian,Men,Team,Gold,UK
Summer,1952,Equestrian,Men,Team,Silver,Chile
Summer,1952,Equestrian,Men,Team,Silver,Chile
Summer,1952,Equestrian,Men,Team,Silver,Chile
Summer,1952,Fencing,Men,Épée Individual,Bronze,Switzerland
Summer,1952,Fencing,Men,Épée Individual,Gold,Italy
Summer,1952,Fencing,Men,Épée Individual,Silver,Italy
Summer,1952,Fencing,Men,Épée Team,Bronze,Switzerland
Summer,1952,Fencing,Men,Épée Team,Bronze,Switzerland
Summer,1952,Fencing,Men,Épée Team,Bronze,Switzerland
Summer,1952,Fencing,Men,Épée Team,Bronze,Switzerland
Summer,1952,Fencing,Men,Épée Team,Bronze,Switzerland
Summer,1952,Fencing,Men,Épée Team,Bronze,Switzerland
Summer,1952,Fencing,Men,Épée Team,Gold,Italy
Summer,1952,Fencing,Men,Épée Team,Gold,Italy
Summer,1952,Fencing,Men,Épée Team,Gold,Italy
Summer,1952,Fencing,Men,Épée Team,Gold,Italy
Summer,1952,Fencing,Men,Épée Team,Gold,Italy
Summer,1952,Fencing,Men,Épée Team,Gold,Italy
Summer,1952,Fencing,Men,Épée Team,Silver,Sweden
Summer,1952,Fencing,Men,Épée Team,Silver,Sweden
Summer,1952,Fencing,Men,Épée Team,Silver,Sweden
Summer,1952,Fencing,Men,Épée Team,Silver,Sweden
Summer,1952,Fencing,Men,Épée Team,Silver,Sweden
Summer,1952,Fencing,Men,Épée Team,Silver,Sweden
Summer,1952,Fencing,Men,Foil Individual,Bronze,Italy
Summer,1952,Fencing,Men,Foil Individual,Gold,France
Summer,1952,Fencing,Men,Foil Individual,Silver,Italy
Summer,1952,Fencing,Women,Foil Individual,Bronze,Denmark
Summer,1952,Fencing,Women,Foil Individual,Gold,Italy
Summer,1952,Fencing,Women,Foil Individual,Silver,Hungary
Summer,1952,Fencing,Men,Foil Team,Bronze,Hungary
Summer,1952,Fencing,Men,Foil Team,Bronze,Hungary
Summer,1952,Fencing,Men,Foil Team,Bronze,Hungary
Summer,1952,Fencing,Men,Foil Team,Bronze,Hungary
Summer,1952,Fencing,Men,Foil Team,Bronze,Hungary
Summer,1952,Fencing,Men,Foil Team,Bronze,Hungary
Summer,1952,Fencing,Men,Foil Team,Gold,France
Summer,1952,Fencing,Men,Foil Team,Gold,France
Summer,1952,Fencing,Men,Foil Team,Gold,France
Summer,1952,Fencing,Men,Foil Team,Gold,France
Summer,1952,Fencing,Men,Foil Team,Gold,France
Summer,1952,Fencing,Men,Foil Team,Gold,France
Summer,1952,Fencing,Men,Foil Team,Silver,Italy
Summer,1952,Fencing,Men,Foil Team,Silver,Italy
Summer,1952,Fencing,Men,Foil Team,Silver,Italy
Summer,1952,Fencing,Men,Foil Team,Silver,Italy
Summer,1952,Fencing,Men,Foil Team,Silver,Italy
Summer,1952,Fencing,Men,Foil Team,Silver,Italy
Summer,1952,Fencing,Men,Sabre Individual,Bronze,Hungary
Summer,1952,Fencing,Men,Sabre Individual,Gold,Hungary
Summer,1952,Fencing,Men,Sabre Individual,Silver,Hungary
Summer,1952,Fencing,Men,Sabre Team,Bronze,France
Summer,1952,Fencing,Men,Sabre Team,Bronze,France
Summer,1952,Fencing,Men,Sabre Team,Bronze,France
Summer,1952,Fencing,Men,Sabre Team,Bronze,France
Summer,1952,Fencing,Men,Sabre Team,Bronze,France
Summer,1952,Fencing,Men,Sabre Team,Bronze,France
Summer,1952,Fencing,Men,Sabre Team,Gold,Hungary
Summer,1952,Fencing,Men,Sabre Team,Gold,Hungary
Summer,1952,Fencing,Men,Sabre Team,Gold,Hungary
Summer,1952,Fencing,Men,Sabre Team,Gold,Hungary
Summer,1952,Fencing,Men,Sabre Team,Gold,Hungary
Summer,1952,Fencing,Men,Sabre Team,Gold,Hungary
Summer,1952,Fencing,Men,Sabre Team,Silver,Italy
Summer,1952,Fencing,Men,Sabre Team,Silver,Italy
Summer,1952,Fencing,Men,Sabre Team,Silver,Italy
Summer,1952,Fencing,Men,Sabre Team,Silver,Italy
Summer,1952,Fencing,Men,Sabre Team,Silver,Italy
Summer,1952,Fencing,Men,Sabre Team,Silver,Italy
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Bronze,Sweden
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Gold,Hungary
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Football,Men,Football,Silver,Serbia
Summer,1952,Gymnastics,Women,Balance Beam,Bronze,Hungary
Summer,1952,Gymnastics,Women,Balance Beam,Gold,Russia
Summer,1952,Gymnastics,Women,Balance Beam,Silver,Russia
Summer,1952,Gymnastics,Men,Floor Exercises,Gold,Sweden
Summer,1952,Gymnastics,Men,Floor Exercises,Silver,Poland
Summer,1952,Gymnastics,Men,Floor Exercises,Silver,Japan
Summer,1952,Gymnastics,Women,Floor Exercises,Bronze,Hungary
Summer,1952,Gymnastics,Women,Floor Exercises,Gold,Hungary
Summer,1952,Gymnastics,Women,Floor Exercises,Silver,Russia
Summer,1952,Gymnastics,Men,Horizontal Bar,Gold,Switzerland
Summer,1952,Gymnastics,Men,Horizontal Bar,Silver,Germany
Summer,1952,Gymnastics,Men,Horizontal Bar,Silver,Switzerland
Summer,1952,Gymnastics,Men,Individual All-Round,Bronze,Switzerland
Summer,1952,Gymnastics,Men,Individual All-Round,Gold,Russia
Summer,1952,Gymnastics,Men,Individual All-Round,Silver,Russia
Summer,1952,Gymnastics,Women,Individual All-Round,Bronze,Hungary
Summer,1952,Gymnastics,Women,Individual All-Round,Gold,Russia
Summer,1952,Gymnastics,Women,Individual All-Round,Silver,Russia
Summer,1952,Gymnastics,Men,Parallel Bars,Bronze,Switzerland
Summer,1952,Gymnastics,Men,Parallel Bars,Gold,Switzerland
Summer,1952,Gymnastics,Men,Parallel Bars,Silver,Russia
Summer,1952,Gymnastics,Men,Pommel Horse,Gold,Russia
Summer,1952,Gymnastics,Men,Pommel Horse,Silver,Russia
Summer,1952,Gymnastics,Men,Pommel Horse,Silver,Russia
Summer,1952,Gymnastics,Men,Rings,Bronze,Switzerland
Summer,1952,Gymnastics,Men,Rings,Bronze,Russia
Summer,1952,Gymnastics,Men,Rings,Gold,Russia
Summer,1952,Gymnastics,Men,Rings,Silver,Russia
Summer,1952,Gymnastics,Men,Team Competition,Bronze,Finland
Summer,1952,Gymnastics,Men,Team Competition,Bronze,Finland
Summer,1952,Gymnastics,Men,Team Competition,Bronze,Finland
Summer,1952,Gymnastics,Men,Team Competition,Bronze,Finland
Summer,1952,Gymnastics,Men,Team Competition,Bronze,Finland
Summer,1952,Gymnastics,Men,Team Competition,Bronze,Finland
Summer,1952,Gymnastics,Men,Team Competition,Bronze,Finland
Summer,1952,Gymnastics,Men,Team Competition,Bronze,Finland
Summer,1952,Gymnastics,Men,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Men,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Men,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Men,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Men,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Men,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Men,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Men,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Men,Team Competition,Silver,Switzerland
Summer,1952,Gymnastics,Men,Team Competition,Silver,Switzerland
Summer,1952,Gymnastics,Men,Team Competition,Silver,Switzerland
Summer,1952,Gymnastics,Men,Team Competition,Silver,Switzerland
Summer,1952,Gymnastics,Men,Team Competition,Silver,Switzerland
Summer,1952,Gymnastics,Men,Team Competition,Silver,Switzerland
Summer,1952,Gymnastics,Men,Team Competition,Silver,Switzerland
Summer,1952,Gymnastics,Men,Team Competition,Silver,Switzerland
Summer,1952,Gymnastics,Women,Team Competition,Bronze,Czech Republic
Summer,1952,Gymnastics,Women,Team Competition,Bronze,Czech Republic
Summer,1952,Gymnastics,Women,Team Competition,Bronze,Czech Republic
Summer,1952,Gymnastics,Women,Team Competition,Bronze,Czech Republic
Summer,1952,Gymnastics,Women,Team Competition,Bronze,Czech Republic
Summer,1952,Gymnastics,Women,Team Competition,Bronze,Czech Republic
Summer,1952,Gymnastics,Women,Team Competition,Bronze,Czech Republic
Summer,1952,Gymnastics,Women,Team Competition,Bronze,Czech Republic
Summer,1952,Gymnastics,Women,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Women,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Women,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Women,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Women,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Women,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Women,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Women,Team Competition,Gold,Russia
Summer,1952,Gymnastics,Women,Team Competition,Silver,Hungary
Summer,1952,Gymnastics,Women,Team Competition,Silver,Hungary
Summer,1952,Gymnastics,Women,Team Competition,Silver,Hungary
Summer,1952,Gymnastics,Women,Team Competition,Silver,Hungary
Summer,1952,Gymnastics,Women,Team Competition,Silver,Hungary
Summer,1952,Gymnastics,Women,Team Competition,Silver,Hungary
Summer,1952,Gymnastics,Women,Team Competition,Silver,Hungary
Summer,1952,Gymnastics,Women,Team Competition,Silver,Hungary
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Bronze,Hungary
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Bronze,Hungary
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Bronze,Hungary
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Bronze,Hungary
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Bronze,Hungary
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Bronze,Hungary
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Bronze,Hungary
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Bronze,Hungary
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Gold,Sweden
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Gold,Sweden
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Gold,Sweden
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Gold,Sweden
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Gold,Sweden
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Gold,Sweden
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Gold,Sweden
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Gold,Sweden
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Silver,Russia
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Silver,Russia
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Silver,Russia
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Silver,Russia
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Silver,Russia
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Silver,Russia
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Silver,Russia
Summer,1952,Gymnastics,Women,"Team, Portable Apparatus",Silver,Russia
Summer,1952,Gymnastics,Women,Uneven Bars,Bronze,Hungary
Summer,1952,Gymnastics,Women,Uneven Bars,Gold,Hungary
Summer,1952,Gymnastics,Women,Uneven Bars,Silver,Russia
Summer,1952,Gymnastics,Men,Vault,Bronze,Japan
Summer,1952,Gymnastics,Men,Vault,Bronze,Japan
Summer,1952,Gymnastics,Men,Vault,Gold,Russia
Summer,1952,Gymnastics,Men,Vault,Silver,Japan
